Movement ID,Date,Product ID,Product Name,Movement Type,Quantity,Reference,Source/Destination,Recorded By,Notes
STOCK-000744,2026-07-08,PROD-000372,Milk Crunch,Stock Received,366.0,GRN-000744,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000745,2026-06-15,PROD-000373,Honey Crunch,Opening Stock,1558.0,OPEN-PROD-000373,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000746,2026-07-14,PROD-000373,Honey Crunch,Stock Received,598.0,GRN-000746,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000747,2026-06-15,PROD-000374,Chocolate Delight,Opening Stock,1920.0,OPEN-PROD-000374,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000748,2026-07-01,PROD-000374,Chocolate Delight,Stock Received,405.0,GRN-000748,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000749,2026-06-15,PROD-000375,Family Pack,Opening Stock,2136.0,OPEN-PROD-000375,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000750,2026-08-02,PROD-000375,Family Pack,Stock Received,760.0,GRN-000750,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000751,2026-06-15,PROD-000376,Caramel Cream,Opening Stock,1513.0,OPEN-PROD-000376,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000752,2026-08-05,PROD-000376,Caramel Cream,Stock Received,336.0,GRN-000752,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000753,2026-06-15,PROD-000377,Cocoa Sandwich,Opening Stock,503.0,OPEN-PROD-000377,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000754,2026-08-08,PROD-000377,Cocoa Sandwich,Stock Received,877.0,GRN-000754,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000755,2026-06-15,PROD-000378,Chocolate Delight,Opening Stock,1929.0,OPEN-PROD-000378,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000756,2026-07-04,PROD-000378,Chocolate Delight,Stock Received,1119.0,GRN-000756,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000757,2026-06-15,PROD-000379,Family Pack,Opening Stock,1357.0,OPEN-PROD-000379,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000758,2026-07-12,PROD-000379,Family Pack,Stock Received,793.0,GRN-000758,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000759,2026-06-15,PROD-000380,Chocolate Delight,Opening Stock,1229.0,OPEN-PROD-000380,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000760,2026-07-01,PROD-000380,Chocolate Delight,Stock Received,270.0,GRN-000760,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000761,2026-06-15,PROD-000381,Coconut Crunch,Opening Stock,1710.0,OPEN-PROD-000381,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000762,2026-07-03,PROD-000381,Coconut Crunch,Stock Received,143.0,GRN-000762,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000763,2026-06-15,PROD-000382,Golden Crunch,Opening Stock,1016.0,OPEN-PROD-000382,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000764,2026-08-06,PROD-000382,Golden Crunch,Stock Received,587.0,GRN-000764,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000765,2026-06-15,PROD-000383,Butter Delight,Opening Stock,1272.0,OPEN-PROD-000383,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000766,2026-07-25,PROD-000383,Butter Delight,Stock Received,601.0,GRN-000766,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000767,2026-06-15,PROD-000384,Classic Cream,Opening Stock,1717.0,OPEN-PROD-000384,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000768,2026-07-25,PROD-000384,Classic Cream,Stock Received,467.0,GRN-000768,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000769,2026-06-15,PROD-000385,Golden Crunch,Opening Stock,2028.0,OPEN-PROD-000385,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000770,2026-08-13,PROD-000385,Golden Crunch,Stock Received,1188.0,GRN-000770,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000771,2026-06-15,PROD-000386,Strawberry Cream,Opening Stock,558.0,OPEN-PROD-000386,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000772,2026-08-02,PROD-000386,Strawberry Cream,Stock Received,801.0,GRN-000772,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000773,2026-06-15,PROD-000387,Strawberry Cream,Opening Stock,1963.0,OPEN-PROD-000387,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000774,2026-07-07,PROD-000387,Strawberry Cream,Stock Received,1038.0,GRN-000774,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000775,2026-06-15,PROD-000388,Honey Crunch,Opening Stock,698.0,OPEN-PROD-000388,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000776,2026-07-02,PROD-000388,Honey Crunch,Stock Received,596.0,GRN-000776,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000777,2026-06-15,PROD-000389,Chocolate Delight,Opening Stock,1465.0,OPEN-PROD-000389,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000778,2026-07-06,PROD-000389,Chocolate Delight,Stock Received,425.0,GRN-000778,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000779,2026-06-15,PROD-000390,Caramel Cream,Opening Stock,1529.0,OPEN-PROD-000390,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000780,2026-08-06,PROD-000390,Caramel Cream,Stock Received,1079.0,GRN-000780,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000781,2026-06-15,PROD-000391,Caramel Cream,Opening Stock,638.0,OPEN-PROD-000391,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000782,2026-08-13,PROD-000391,Caramel Cream,Stock Received,360.0,GRN-000782,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000783,2026-06-15,PROD-000392,Premium Wafer,Opening Stock,1755.0,OPEN-PROD-000392,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000784,2026-07-25,PROD-000392,Premium Wafer,Stock Received,1180.0,GRN-000784,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000785,2026-06-15,PROD-000393,Cocoa Sandwich,Opening Stock,802.0,OPEN-PROD-000393,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000786,2026-07-28,PROD-000393,Cocoa Sandwich,Stock Received,934.0,GRN-000786,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000787,2026-06-15,PROD-000394,Coconut Crunch,Opening Stock,541.0,OPEN-PROD-000394,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000788,2026-07-06,PROD-000394,Coconut Crunch,Stock Received,1009.0,GRN-000788,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000789,2026-06-15,PROD-000395,Cocoa Sandwich,Opening Stock,1105.0,OPEN-PROD-000395,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000790,2026-07-20,PROD-000395,Cocoa Sandwich,Stock Received,408.0,GRN-000790,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000791,2026-06-15,PROD-000396,Family Pack,Opening Stock,1797.0,OPEN-PROD-000396,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000792,2026-07-16,PROD-000396,Family Pack,Stock Received,110.0,GRN-000792,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000793,2026-06-15,PROD-000397,Premium Wafer,Opening Stock,1702.0,OPEN-PROD-000397,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000794,2026-08-07,PROD-000397,Premium Wafer,Stock Received,348.0,GRN-000794,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000795,2026-06-15,PROD-000398,Chocolate Delight,Opening Stock,965.0,OPEN-PROD-000398,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000796,2026-07-16,PROD-000398,Chocolate Delight,Stock Received,765.0,GRN-000796,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000797,2026-06-15,PROD-000399,Rich Chocolate,Opening Stock,2158.0,OPEN-PROD-000399,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000798,2026-07-20,PROD-000399,Rich Chocolate,Stock Received,239.0,GRN-000798,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000799,2026-06-15,PROD-000400,Strawberry Cream,Opening Stock,1060.0,OPEN-PROD-000400,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000800,2026-07-16,PROD-000400,Strawberry Cream,Stock Received,998.0,GRN-000800,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000801,2026-06-15,PROD-000401,Family Pack,Opening Stock,1990.0,OPEN-PROD-000401,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000802,2026-07-28,PROD-000401,Family Pack,Stock Received,709.0,GRN-000802,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000803,2026-06-15,PROD-000402,Coconut Crunch,Opening Stock,1413.0,OPEN-PROD-000402,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000804,2026-07-14,PROD-000402,Coconut Crunch,Stock Received,940.0,GRN-000804,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000805,2026-06-15,PROD-000403,Milk Crunch,Opening Stock,1107.0,OPEN-PROD-000403,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000806,2026-08-03,PROD-000403,Milk Crunch,Stock Received,741.0,GRN-000806,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000807,2026-06-15,PROD-000404,Butter Delight,Opening Stock,708.0,OPEN-PROD-000404,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000808,2026-07-31,PROD-000404,Butter Delight,Stock Received,162.0,GRN-000808,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000809,2026-06-15,PROD-000405,Classic Cream,Opening Stock,936.0,OPEN-PROD-000405,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000810,2026-07-19,PROD-000405,Classic Cream,Stock Received,703.0,GRN-000810,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000811,2026-06-15,PROD-000406,Caramel Cream,Opening Stock,960.0,OPEN-PROD-000406,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000812,2026-08-03,PROD-000406,Caramel Cream,Stock Received,766.0,GRN-000812,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000813,2026-06-15,PROD-000407,Butter Delight,Opening Stock,2138.0,OPEN-PROD-000407,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000814,2026-07-30,PROD-000407,Butter Delight,Stock Received,307.0,GRN-000814,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000815,2026-06-15,PROD-000408,Premium Wafer,Opening Stock,1288.0,OPEN-PROD-000408,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000816,2026-07-06,PROD-000408,Premium Wafer,Stock Received,363.0,GRN-000816,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000817,2026-06-15,PROD-000409,Family Pack,Opening Stock,1186.0,OPEN-PROD-000409,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000818,2026-07-19,PROD-000409,Family Pack,Stock Received,1198.0,GRN-000818,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000819,2026-06-15,PROD-000410,Honey Crunch,Opening Stock,925.0,OPEN-PROD-000410,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000820,2026-07-10,PROD-000410,Honey Crunch,Stock Received,720.0,GRN-000820,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000821,2026-06-15,PROD-000411,Classic Cream,Opening Stock,1602.0,OPEN-PROD-000411,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000822,2026-06-30,PROD-000411,Classic Cream,Stock Received,874.0,GRN-000822,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000823,2026-06-15,PROD-000412,Honey Crunch,Opening Stock,1039.0,OPEN-PROD-000412,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000824,2026-07-16,PROD-000412,Honey Crunch,Stock Received,811.0,GRN-000824,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000825,2026-06-15,PROD-000413,Chocolate Delight,Opening Stock,996.0,OPEN-PROD-000413,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000826,2026-07-12,PROD-000413,Chocolate Delight,Stock Received,459.0,GRN-000826,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000827,2026-06-15,PROD-000414,Coconut Crunch,Opening Stock,1118.0,OPEN-PROD-000414,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000828,2026-07-05,PROD-000414,Coconut Crunch,Stock Received,176.0,GRN-000828,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000829,2026-06-15,PROD-000415,Classic Cream,Opening Stock,2189.0,OPEN-PROD-000415,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000830,2026-07-25,PROD-000415,Classic Cream,Stock Received,500.0,GRN-000830,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000831,2026-06-15,PROD-000416,Rich Chocolate,Opening Stock,847.0,OPEN-PROD-000416,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000832,2026-07-02,PROD-000416,Rich Chocolate,Stock Received,981.0,GRN-000832,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000833,2026-06-15,PROD-000417,Strawberry Cream,Opening Stock,1688.0,OPEN-PROD-000417,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000834,2026-07-16,PROD-000417,Strawberry Cream,Stock Received,356.0,GRN-000834,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000835,2026-06-15,PROD-000418,Butter Delight,Opening Stock,1268.0,OPEN-PROD-000418,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000836,2026-07-01,PROD-000418,Butter Delight,Stock Received,1117.0,GRN-000836,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000837,2026-06-15,PROD-000419,Rich Chocolate,Opening Stock,621.0,OPEN-PROD-000419,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000838,2026-08-11,PROD-000419,Rich Chocolate,Stock Received,728.0,GRN-000838,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000839,2026-06-15,PROD-000420,Classic Cream,Opening Stock,2137.0,OPEN-PROD-000420,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000840,2026-07-23,PROD-000420,Classic Cream,Stock Received,1152.0,GRN-000840,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000841,2026-06-15,PROD-000421,Premium Wafer,Opening Stock,1650.0,OPEN-PROD-000421,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000842,2026-07-18,PROD-000421,Premium Wafer,Stock Received,710.0,GRN-000842,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000843,2026-06-15,PROD-000422,Premium Wafer,Opening Stock,962.0,OPEN-PROD-000422,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000844,2026-07-12,PROD-000422,Premium Wafer,Stock Received,1195.0,GRN-000844,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000845,2026-06-15,PROD-000423,Vanilla Cream,Opening Stock,1084.0,OPEN-PROD-000423,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000846,2026-07-22,PROD-000423,Vanilla Cream,Stock Received,1136.0,GRN-000846,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000847,2026-06-15,PROD-000424,Strawberry Cream,Opening Stock,1218.0,OPEN-PROD-000424,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000848,2026-07-11,PROD-000424,Strawberry Cream,Stock Received,897.0,GRN-000848,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000849,2026-06-15,PROD-000425,Chocolate Delight,Opening Stock,951.0,OPEN-PROD-000425,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000850,2026-07-18,PROD-000425,Chocolate Delight,Stock Received,127.0,GRN-000850,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000851,2026-06-15,PROD-000426,Cocoa Sandwich,Opening Stock,1576.0,OPEN-PROD-000426,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000852,2026-07-20,PROD-000426,Cocoa Sandwich,Stock Received,979.0,GRN-000852,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000853,2026-06-15,PROD-000427,Premium Wafer,Opening Stock,1775.0,OPEN-PROD-000427,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000854,2026-07-29,PROD-000427,Premium Wafer,Stock Received,845.0,GRN-000854,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000855,2026-06-15,PROD-000428,Caramel Cream,Opening Stock,1645.0,OPEN-PROD-000428,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000856,2026-07-22,PROD-000428,Caramel Cream,Stock Received,873.0,GRN-000856,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000857,2026-06-15,PROD-000429,Rich Chocolate,Opening Stock,2021.0,OPEN-PROD-000429,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000858,2026-08-07,PROD-000429,Rich Chocolate,Stock Received,159.0,GRN-000858,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000859,2026-06-15,PROD-000430,Butter Delight,Opening Stock,983.0,OPEN-PROD-000430,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000860,2026-08-02,PROD-000430,Butter Delight,Stock Received,540.0,GRN-000860,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000861,2026-06-15,PROD-000431,Milk Crunch,Opening Stock,1504.0,OPEN-PROD-000431,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000862,2026-07-14,PROD-000431,Milk Crunch,Stock Received,906.0,GRN-000862,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000863,2026-06-15,PROD-000432,Golden Crunch,Opening Stock,2167.0,OPEN-PROD-000432,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000864,2026-07-17,PROD-000432,Golden Crunch,Stock Received,422.0,GRN-000864,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000865,2026-06-15,PROD-000433,Premium Wafer,Opening Stock,1550.0,OPEN-PROD-000433,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000866,2026-07-21,PROD-000433,Premium Wafer,Stock Received,488.0,GRN-000866,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000867,2026-06-15,PROD-000434,Vanilla Cream,Opening Stock,563.0,OPEN-PROD-000434,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000868,2026-08-07,PROD-000434,Vanilla Cream,Stock Received,273.0,GRN-000868,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000869,2026-06-15,PROD-000435,Caramel Cream,Opening Stock,739.0,OPEN-PROD-000435,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000870,2026-07-19,PROD-000435,Caramel Cream,Stock Received,545.0,GRN-000870,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000871,2026-06-15,PROD-000436,Golden Crunch,Opening Stock,752.0,OPEN-PROD-000436,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000872,2026-07-06,PROD-000436,Golden Crunch,Stock Received,1036.0,GRN-000872,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000873,2026-06-15,PROD-000437,Honey Crunch,Opening Stock,1210.0,OPEN-PROD-000437,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000874,2026-07-04,PROD-000437,Honey Crunch,Stock Received,1156.0,GRN-000874,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000875,2026-06-15,PROD-000438,Family Pack,Opening Stock,701.0,OPEN-PROD-000438,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000876,2026-07-29,PROD-000438,Family Pack,Stock Received,952.0,GRN-000876,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000877,2026-06-15,PROD-000439,Coconut Crunch,Opening Stock,1157.0,OPEN-PROD-000439,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000878,2026-08-13,PROD-000439,Coconut Crunch,Stock Received,736.0,GRN-000878,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000879,2026-06-15,PROD-000440,Classic Crackers,Opening Stock,698.0,OPEN-PROD-000440,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000880,2026-07-23,PROD-000440,Classic Crackers,Stock Received,235.0,GRN-000880,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000881,2026-06-15,PROD-000441,Golden Crunch,Opening Stock,1849.0,OPEN-PROD-000441,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000882,2026-07-15,PROD-000441,Golden Crunch,Stock Received,408.0,GRN-000882,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000883,2026-06-15,PROD-000442,Classic Cream,Opening Stock,1784.0,OPEN-PROD-000442,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000884,2026-08-07,PROD-000442,Classic Cream,Stock Received,947.0,GRN-000884,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000885,2026-06-15,PROD-000443,Classic Cream,Opening Stock,1818.0,OPEN-PROD-000443,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000886,2026-08-01,PROD-000443,Classic Cream,Stock Received,316.0,GRN-000886,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000887,2026-06-15,PROD-000444,Chocolate Delight,Opening Stock,2133.0,OPEN-PROD-000444,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000888,2026-07-23,PROD-000444,Chocolate Delight,Stock Received,1094.0,GRN-000888,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000889,2026-06-15,PROD-000445,Classic Crackers,Opening Stock,1717.0,OPEN-PROD-000445,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000890,2026-08-06,PROD-000445,Classic Crackers,Stock Received,470.0,GRN-000890,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000891,2026-06-15,PROD-000446,Chocolate Delight,Opening Stock,677.0,OPEN-PROD-000446,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000892,2026-07-29,PROD-000446,Chocolate Delight,Stock Received,809.0,GRN-000892,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000893,2026-06-15,PROD-000447,Caramel Cream,Opening Stock,805.0,OPEN-PROD-000447,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000894,2026-07-15,PROD-000447,Caramel Cream,Stock Received,1008.0,GRN-000894,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000895,2026-06-15,PROD-000448,Caramel Cream,Opening Stock,703.0,OPEN-PROD-000448,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000896,2026-08-05,PROD-000448,Caramel Cream,Stock Received,967.0,GRN-000896,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000897,2026-06-15,PROD-000449,Butter Delight,Opening Stock,686.0,OPEN-PROD-000449,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000898,2026-07-01,PROD-000449,Butter Delight,Stock Received,142.0,GRN-000898,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000899,2026-06-15,PROD-000450,Honey Crunch,Opening Stock,1449.0,OPEN-PROD-000450,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000900,2026-08-09,PROD-000450,Honey Crunch,Stock Received,966.0,GRN-000900,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000901,2026-06-15,PROD-000451,Butter Delight,Opening Stock,1404.0,OPEN-PROD-000451,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000902,2026-08-10,PROD-000451,Butter Delight,Stock Received,1119.0,GRN-000902,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000903,2026-06-15,PROD-000452,Coconut Crunch,Opening Stock,1419.0,OPEN-PROD-000452,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000904,2026-07-22,PROD-000452,Coconut Crunch,Stock Received,1073.0,GRN-000904,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000905,2026-06-15,PROD-000453,Classic Crackers,Opening Stock,2030.0,OPEN-PROD-000453,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000906,2026-08-10,PROD-000453,Classic Crackers,Stock Received,301.0,GRN-000906,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000907,2026-06-15,PROD-000454,Vanilla Cream,Opening Stock,1334.0,OPEN-PROD-000454,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000908,2026-07-17,PROD-000454,Vanilla Cream,Stock Received,471.0,GRN-000908,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000909,2026-06-15,PROD-000455,Honey Crunch,Opening Stock,1811.0,OPEN-PROD-000455,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000910,2026-07-28,PROD-000455,Honey Crunch,Stock Received,240.0,GRN-000910,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000911,2026-06-15,PROD-000456,Classic Crackers,Opening Stock,1959.0,OPEN-PROD-000456,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000912,2026-07-29,PROD-000456,Classic Crackers,Stock Received,1173.0,GRN-000912,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000913,2026-06-15,PROD-000457,Premium Wafer,Opening Stock,1369.0,OPEN-PROD-000457,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000914,2026-07-22,PROD-000457,Premium Wafer,Stock Received,323.0,GRN-000914,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000915,2026-06-15,PROD-000458,Strawberry Cream,Opening Stock,845.0,OPEN-PROD-000458,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000916,2026-08-04,PROD-000458,Strawberry Cream,Stock Received,122.0,GRN-000916,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000917,2026-06-15,PROD-000459,Caramel Cream,Opening Stock,1733.0,OPEN-PROD-000459,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000918,2026-07-28,PROD-000459,Caramel Cream,Stock Received,729.0,GRN-000918,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000919,2026-06-15,PROD-000460,Butter Delight,Opening Stock,2089.0,OPEN-PROD-000460,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000920,2026-08-07,PROD-000460,Butter Delight,Stock Received,990.0,GRN-000920,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000921,2026-06-15,PROD-000461,Cocoa Sandwich,Opening Stock,1923.0,OPEN-PROD-000461,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000922,2026-07-21,PROD-000461,Cocoa Sandwich,Stock Received,563.0,GRN-000922,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000923,2026-06-15,PROD-000462,Honey Crunch,Opening Stock,2040.0,OPEN-PROD-000462,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000924,2026-07-18,PROD-000462,Honey Crunch,Stock Received,255.0,GRN-000924,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000925,2026-06-15,PROD-000463,Rich Chocolate,Opening Stock,1797.0,OPEN-PROD-000463,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000926,2026-07-08,PROD-000463,Rich Chocolate,Stock Received,269.0,GRN-000926,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000927,2026-06-15,PROD-000464,Milk Crunch,Opening Stock,2073.0,OPEN-PROD-000464,Main Warehouse,Demo Administrator,Initial demo stock
STOCK-000928,2026-07-24,PROD-000464,Milk Crunch,Stock Received,641.0,GRN-000928,Main Warehouse,Demo Administrator,Demo replenishment
STOCK-000929,2026-06-15,PROD-000465,Chocolate Delight,Opening Stock,1374.0,OPEN-PROD-000465,Main Warehouse,Demo Administrator,Initial demo stock
